REF_AREA_LABEL,REF_AREA,INDICATOR_LABEL,INDICATOR,YEAR,VALUE
Brazil,BRA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1989,25.7
Brazil,BRA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1990,30.3
Brazil,BRA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1992,29.4
Brazil,BRA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1993,28.2
Brazil,BRA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1995,19.5
Brazil,BRA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1996,20.7
Brazil,BRA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1997,20.4
Brazil,BRA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1998,19.1
Brazil,BRA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1999,20
Brazil,BRA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2001,17.5
Brazil,BRA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2002,16.2
Brazil,BRA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2003,17.1
Brazil,BRA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2004,15.3
Brazil,BRA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2005,13.7
Brazil,BRA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2006,11.4
Brazil,BRA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2007,10.8
Brazil,BRA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2008,9.1
Brazil,BRA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2009,8.4
Brazil,BRA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2011,7.1
Brazil,BRA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2012,6.4
Brazil,BRA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2013,5.4
Brazil,BRA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2014,4.8
Brazil,BRA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2015,5.4
Brazil,BRA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2016,6.5
Brazil,BRA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2017,7
Brazil,BRA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2018,6.9
Brazil,BRA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2019,7
Brazil,BRA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2020,2.8
Brazil,BRA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2021,7.5
Brazil,BRA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2022,4.9
Brazil,BRA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2023,3.8
Brazil,BRA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2024,3
Bulgaria,BGR,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1995,1.9
Bulgaria,BGR,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2001,4.7
Bulgaria,BGR,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2003,2.2
Bulgaria,BGR,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2006,8
Bulgaria,BGR,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2007,2.5
Bulgaria,BGR,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2008,1.9
Bulgaria,BGR,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2009,1.8
Bulgaria,BGR,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2010,2.7
Bulgaria,BGR,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2011,3.4
Bulgaria,BGR,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2012,3
Bulgaria,BGR,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2013,3.3
Bulgaria,BGR,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2014,2.7
Bulgaria,BGR,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2015,4.6
Bulgaria,BGR,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2016,3.1
Bulgaria,BGR,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2017,2
Bulgaria,BGR,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2018,1.5
Bulgaria,BGR,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2019,1.6
Bulgaria,BGR,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2020,0.7
Bulgaria,BGR,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2021,1.2
Bulgaria,BGR,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2022,1.1
Bulgaria,BGR,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2023,1
Burkina Faso,BFA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1994,87.6
Burkina Faso,BFA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1998,86.4
Burkina Faso,BFA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2003,69.6
Burkina Faso,BFA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2009,67.2
Burkina Faso,BFA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2014,58.7
Burkina Faso,BFA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2018,47.7
Burkina Faso,BFA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2021,42.1
Burundi,BDI,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1992,85
Burundi,BDI,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1998,87.6
Burundi,BDI,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2006,81.5
Burundi,BDI,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2013,75.8
Burundi,BDI,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2020,74.2
Cabo Verde,CPV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2001,37.1
Cabo Verde,CPV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2007,26.2
Cabo Verde,CPV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2015,14.6
Cameroon,CMR,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1996,56.5
Cameroon,CMR,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2001,30.8
Cameroon,CMR,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2007,36
Cameroon,CMR,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2014,29
Cameroon,CMR,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2021,26.7
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1971,2.5
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1973,1.8
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1975,1.7
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1977,1.5
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1979,1.3
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1981,0.9
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1982,0.8
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1984,0.9
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1985,0.7
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1986,1
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1987,0.6
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1988,0.7
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1989,1.3
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1990,1.1
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1991,1.3
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1992,0.8
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1993,1.2
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1994,0.9
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1995,0.8
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1996,0.4
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1997,0.4
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1998,0.5
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1999,0.4
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2000,0.4
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2001,0.3
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2002,0.3
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2003,0.3
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2004,0.3
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2005,0.3
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2006,0.3
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2007,0.2
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2008,0.3
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2009,0.3
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2010,0.3
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2011,0.3
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2012,0.3
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2013,0.5
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2014,0.3
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2015,0.4
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2016,0.4
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2017,0.4
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2018,0.4
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2019,0.4
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2020,0.1
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2021,0.2
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2022,0.3
Central African Republic,CAF,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1992,84.8
Central African Republic,CAF,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2008,67.3
Central African Republic,CAF,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2021,71.6
Chad,TCD,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2003,66.7
Chad,TCD,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2011,45.2
Chad,TCD,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2018,41.9
Chad,TCD,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2022,39.5
Chile,CHL,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1987,21.7
Chile,CHL,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1990,16
Chile,CHL,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1992,11.1
Chile,CHL,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1994,10.5
Chile,CHL,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1996,8
Chile,CHL,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1998,7.4
Chile,CHL,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2000,8.6
Chile,CHL,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2003,7.9
Chile,CHL,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2006,3.3
Chile,CHL,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2009,2.6
Chile,CHL,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2011,1.7
Chile,CHL,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2013,0.8
Chile,CHL,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2015,0.7
Chile,CHL,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2017,0.5
Chile,CHL,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2020,1.7
Chile,CHL,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2022,0.6
Chile,CHL,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2024,0.4
China,CHN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1981,97
China,CHN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1984,91.3
China,CHN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1987,81.1
China,CHN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1990,83.1
China,CHN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1993,77.3
China,CHN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1996,62.6
China,CHN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1999,58.5
China,CHN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2002,47.8
China,CHN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2005,32.9
China,CHN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2008,26.1
China,CHN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2010,20.6
China,CHN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2011,15.3
China,CHN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2012,12.9
China,CHN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2013,6
China,CHN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2014,4.6
China,CHN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2015,2.9
China,CHN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2016,2.1
China,CHN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2017,1.6
China,CHN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2018,0.7
Colombia,COL,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1980,28.5
Colombia,COL,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1988,21.4
Colombia,COL,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1989,21.3
Colombia,COL,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1991,19.3
Colombia,COL,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1992,16
Colombia,COL,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1996,24.8
Colombia,COL,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1999,28.2
Colombia,COL,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2000,23.9
Colombia,COL,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2001,29.6
Colombia,COL,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2002,21.2
Colombia,COL,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2003,19.8
Colombia,COL,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2004,19.2
Colombia,COL,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2005,16.8
Colombia,COL,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2008,16.3
Colombia,COL,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2009,15.1
Colombia,COL,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2010,13.3
Colombia,COL,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2011,11.3
Colombia,COL,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2012,12.7
Colombia,COL,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2013,11.8
Colombia,COL,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2014,10.9
Colombia,COL,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2015,10.2
Colombia,COL,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2016,10.1
Colombia,COL,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2017,9.5
Colombia,COL,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2018,9.8
Colombia,COL,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2019,11.3
Colombia,COL,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2020,15.8
Colombia,COL,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2021,11.2
Colombia,COL,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2022,9.3
Colombia,COL,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2023,8.6
Colombia,COL,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2024,8.5
Comoros,COM,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2004,24.3
Comoros,COM,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2014,31.4
Comoros,COM,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2020,8.9
Comoros,COM,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2024,5.1
"Congo, Dem. Rep.",COD,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2004,94.9
"Congo, Dem. Rep.",COD,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2012,78.9
"Congo, Dem. Rep.",COD,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2020,85.3
